Team,Year,Week,Win/Loss,Win Loss Factor,Home/Away,Points Scored,Points Allowed,3rd Down,3rd Down Allowed,Pass Yards,Pass Yards Allowed,Rush Yards,Rush Yards Allowed,Opp Team
15,2,8,1,0.122459,1,-1,-7.333333,-0.023586,0.045289,-44.333333,-89.166667,17.666667,-45.833333,26
16,2,8,0,-0.317574,1,-11.333333,2,-0.031244,-0.105973,-17.833333,3,35.5,-39.333333,27
17,2,8,0,-0.179179,1,-10.452381,2.595238,0.001023,0.039678,-17.619048,-65.952381,-19.119048,-21.428571,18
20,2,8,0,0.301638,1,-0.809524,-3.952381,0.025368,0.095673,-41.404762,-102.571429,30.452381,24.285714,24
21,2,8,1,-0.184636,1,5.595238,9.857143,0.018264,-0.005291,145.142857,-1.785714,-32.380952,23.833333,30
23,2,8,1,0.462117,1,9.333333,-11,0.097832,-0.161111,-15.5,-17.5,17.833333,-49.333333,25
28,2,8,1,0.117002,0,5.857143,-2.571429,0.034317,0.040718,-4.285714,-17.857143,86.571429,-22,31
0,2,9,0,-0.339476,0,-6.428571,14.142857,-0.023931,0.214816,-31.857143,47.714286,9.428571,93.428571,11
1,2,9,0,0,0,2,-6.428571,-0.022443,-0.152241,-54.285714,68,9.142857,-55.428571,10
4,2,9,0,-0.124353,1,-5.428571,5,-0.148592,-0.01443,-35.428571,18.285714,-16,19.571429,15
5,2,9,1,0.410237,0,5.607143,-0.25,0.059852,0.036936,22.125,-3.607143,18.267857,11.232143,7
6,2,9,1,-0.168882,0,-5.392857,0.446429,0.114229,0.079098,-9.553571,-90.928571,-17.339286,-21.428571,18
8,2,9,0,-0.215123,1,-8.285714,2,-0.135274,0.026288,-145.428571,37.142857,-10.285714,23.428571,21
9,2,9,0,-0.399759,1,-6.178571,17.839286,0.029037,0.124629,39.803571,43.857143,-32.75,61.392857,23
12,2,9,0,-0.215123,0,-4.857143,9.285714,0.024282,-0.014839,-5.285714,-24.285714,51.714286,46.428571,13
14,2,9,0,0,1,-6.428571,4.857143,-0.038279,0.041507,17.428571,-63.142857,-24.857143,17,24
16,2,9,0,0.117002,0,-10,-8.714286,0.004312,-0.067068,-70.285714,-75.428571,45.142857,-59.714286,26
17,2,9,0,-0.414129,0,-9.142857,4.571429,-0.018359,-0.046067,26.571429,-29.142857,-9,-31.714286,27
19,2,9,0,0.154841,1,8.339286,4.517857,-0.05407,-0.000336,-12.821429,84.821429,53.196429,-22.303571,25
20,2,9,0,0.122459,0,5.5,4.125,0.01207,0.028722,35.5,-2.125,1.375,22.75,30
22,2,9,1,0.122459,1,10.125,3.5,0.118342,0.023526,43.625,45.375,10.75,-16,31
0,2,10,0,-0.244919,0,-10.25,9.75,-0.086582,0.035229,-88.5,-32.75,-8.875,80.5,2
1,2,10,0,0.179179,1,1.027778,-15.597222,-0.031975,-0.140207,-8.972222,25.583333,13.472222,-57.680556,9
3,2,10,0,-0.184636,0,2.111111,7.888889,0.075794,0.048292,34.402778,-1.152778,-29.138889,38.680556,30
4,2,10,1,-0.301638,1,-4.597222,6.694444,-0.079098,0.031662,-3.819444,-25.333333,-13.569444,0.375,18
5,2,10,1,0.353518,1,3.5,-6.625,0.075527,0.014625,-43.5,1.5,31,15.375,14
6,2,10,1,0.440034,1,7.25,-9.5,0.061261,0.048722,54.75,-47.5,-45,-37.375,12
8,2,10,0,-0.440034,1,-5.25,3.5,-0.140251,0.02201,-113.75,34,-21.875,6.625,10
11,2,10,1,0,0,0.125,2.125,0.046137,-0.067603,37.875,-27.5,9.5,-5.75,23
13,2,10,0,0,0,-5.125,-3.5,0.06975,0.043587,-28.125,-83.375,-25.125,6.875,24
15,2,10,1,0.353518,0,10.75,-0.625,0.101501,-0.015545,64,-3,-9.25,-14.875,25
16,2,10,0,0,1,-2.125,0.25,-0.00761,-0.022611,-55.875,23.875,47.25,7.125,17
20,2,10,1,0.062177,1,-1.333333,-1.611111,-0.093683,0.043884,-118.694444,6.861111,41.819444,11.083333,21
26,2,10,1,-0.503256,1,-0.25,10.75,-0.029877,-0.001805,27.25,66,-17.5,49,27
28,2,10,0,0.353518,1,6.5,-10.375,0.037728,-0.080737,-9.875,-53.5,62.125,-18.125,29
0,2,11,1,-0.117002,1,4.222222,11,0.079407,0.147322,-2.555556,-31.666667,37.333333,69.444444,1
2,2,11,1,0,1,12.555556,0,0.084193,0.080287,6.444444,55.111111,36.555556,-23.222222,10
3,2,11,1,-0.056719,0,1.555556,2,0.022191,0.06968,-24.333333,-24.888889,-5.222222,30.666667,29
4,2,11,1,0.289776,0,8.222222,-2.777778,-0.097159,0.035746,51.888889,19.444444,-55.333333,-3,12
5,2,11,1,0.098121,0,5.222222,2.111111,-0.115393,0.029107,-1.111111,87.111111,1.111111,37.444444,6
7,2,11,0,-0.215123,0,-2.111111,0.777778,-0.1039,0.037152,-64.555556,34.333333,3.888889,27,17
8,2,11,0,-0.703906,0,-13.666667,11.444444,-0.1489,0.168049,-32,56,-58,51.555556,11
13,2,11,0,-0.241355,0,-6.888889,0.222222,-0.001855,0.046803,-63.888889,15.666667,3.222222,-15.333333,15
14,2,11,0,-0.117002,1,-6.444444,3.111111,-0.116284,-0.004607,-15,-51.444444,-11.777778,-43,26
16,2,11,0,0,0,-7.777778,-3,0.095166,-0.072867,31.111111,-76.333333,-39.555556,16.444444,19
21,2,11,0,-0.241355,1,-2.555556,3.888889,-0.031709,0.034041,58,-30.111111,-0.888889,17.888889,22
23,2,11,0,0.046241,0,3.222222,0.666667,0.01261,-0.022671,-6.666667,18.222222,-43,-3,28
24,2,11,1,0.339476,0,10.777778,-0.777778,0.014972,0.005638,15.666667,89.444444,15.555556,-32.888889,25
27,2,11,1,0.414129,1,11.444444,0.111111,0.165712,0.058322,73.333333,41.222222,16.111111,3.666667,31
0,2,12,0,-0.244919,0,2,3.9,-0.028666,0.058471,-72.9,-6.2,30.4,33.5,10
1,2,12,1,-0.244919,1,-1.1,4.4,0.013094,-0.067561,33.9,70.1,-41.2,-3.8,30
2,2,12,1,0.353518,0,15.6,-1.6,0.130183,0.032252,96.3,89.6,34.3,-42.4,3
4,2,12,1,0.231059,1,4,-8.5,-0.001831,-0.041864,-38.8,-26,22.2,-3.3,14
5,2,12,1,0.440034,0,3.5,-1.5,-0.050447,0.01486,11.1,13.9,-1.2,44.2,13
6,2,12,0,0.440034,0,2.8,-4.4,0.150253,-0.005642,23.1,-79.5,14.6,-35.5,7
8,2,12,1,-0.258338,1,-5.5,-2.2,-0.138487,-0.016441,-13.7,11.4,-27.1,5.8,9
11,2,12,1,0.503256,0,5.7,-6.6,0.022449,-0.137698,-55.6,-0.7,38.1,-28.2,21
12,2,12,0,-0.611856,1,-14.9,7.2,-0.050474,0.031835,-90.9,-4.4,40,35.4,15
16,2,12,0,0.086516,1,-2.2,0.9,0.035357,-0.014637,14,-10.3,13.7,-0.1,25
17,2,12,0,0.122459,1,-4.6,-3,0.103316,-0.072794,70.7,-77.8,-83,12,19
18,2,12,1,-0.108599,1,0.4,0.9,-0.050436,0.037185,9.7,13.4,12.2,14.3,22
20,2,12,0,-0.108599,0,-1.1,5.6,-0.034804,0.088921,14.5,13.1,27.7,16.4,23
24,2,12,0,-0.258338,1,1.7,3.7,-0.121781,0.034843,-52.5,96.3,39.7,-48.7,27
26,2,12,0,-0.2773,1,4.2,13.9,0.0852,0.07284,97.1,122.1,-70.4,63.5,28
29,2,12,1,-0.056719,0,1.1,4.1,0.065387,0.038476,13.4,17.6,29.7,-4.2,31
0,2,13,1,0.172774,1,5,1,0.100135,0.058085,0.636364,-41.181818,58.909091,11.272727,8
1,2,13,0,-0.339476,1,-17.818182,-1.636364,-0.182713,-0.118351,-80,-27.636364,-34.545455,-4.363636,2
3,2,13,1,0,1,3.727273,5.727273,0.090915,0.119847,-9.272727,7.545455,27.727273,18.454545,31
4,2,13,1,0.241355,0,3.363636,0.909091,-0.059161,-0.037589,19.636364,-25.909091,14.454545,25.545455,13
5,2,13,0,0.289776,1,4.727273,0.818182,-0.066316,0.032209,8.272727,78.636364,0.090909,37,6
7,2,13,1,0,0,-0.818182,-9.818182,0.000976,-0.073658,-61.454545,-4.090909,11,-12.818182,14
9,2,13,0,-0.583829,1,-8.090909,11.272727,-0.003014,0.159525,-29.909091,29.454545,-37.181818,42.090909,11
10,2,13,1,0.358357,0,-3.363636,-0.636364,0.035174,0.006846,-34.727273,12.363636,7.818182,-1.181818,21
12,2,13,1,-0.127351,1,-4.818182,3.272727,0.008901,0.001075,-41.272727,-1,37.636364,-0.090909,25
15,2,13,1,0.215123,1,0.727273,-3,0.090376,-0.104444,43.818182,-105.909091,-17.272727,17.181818,24
16,2,13,0,-0.215123,0,-5.272727,1.818182,-0.043943,0.014388,-68.909091,9.727273,50.363636,7,17
18,2,13,0,0.241355,0,0.909091,-5.363636,0.067016,-0.041597,34.454545,-48.727273,-49.909091,24.818182,19
20,2,13,0,-0.117002,0,-2.272727,0.363636,-0.095937,0.055269,-56,-18.727273,46.454545,7.909091,22
23,2,13,0,0.215123,1,5.272727,-0.909091,0.033842,-0.069659,-2,9.363636,-16.272727,-11.727273,30
26,2,13,0,-0.466827,0,1.272727,8,-0.052156,0.032312,-7.181818,76.545455,3.181818,33.363636,27
28,2,13,0,0.440034,0,6.454545,-9,0.023254,-0.058349,-10.727273,-42.181818,45.363636,-20.272727,29
0,2,14,0,-0.060283,1,4.666667,5.833333,0.065018,0.052008,-14,3.083333,32.833333,24.75,29
1,2,14,0,-0.399759,0,-5.166667,6.5,-0.0283,0.03391,7.833333,68.666667,-53.416667,7.083333,28
2,2,14,1,-0.106567,1,6.583333,3.25,0.131676,0.161336,38.416667,45.166667,-1.75,13.25,11
3,2,14,1,0.258338,0,1.833333,-3.833333,0.099062,0.014643,-10.333333,-62.583333,36.416667,-6.5,8
4,2,14,0,0.122459,1,1.833333,-2.916667,-0.083033,-0.026941,-54.916667,0,32.666667,-5.333333,17
5,2,14,0,0.317574,0,-0.75,-4.916667,0.030769,-0.059038,25.166667,-52.5,-65.666667,34.25,19
6,2,14,0,0.353518,1,-0.333333,-2.25,0.048024,-0.061081,13.833333,-73.916667,6.083333,-1.5,13
7,2,14,1,0.149738,1,3.416667,-4.75,-0.064226,-0.022732,32.25,32.166667,-50.666667,-13.75,12
9,2,14,0,-0.462117,0,-1.416667,4.416667,-0.024631,0.023737,-61.083333,16.5,-1.083333,6.833333,10
14,2,14,0,-0.635149,1,-9.5,11,-0.101433,0.100146,-4.75,44.833333,-20.5,34,15
16,2,14,1,-0.317574,0,-9.666667,2.916667,0.046612,-0.014483,-13.916667,-75.833333,16.083333,35.583333,24
18,2,14,1,0.244919,1,0,-7,-0.027778,0.020596,-37.833333,-41.5,22.583333,-32.083333,26
20,2,14,1,-0.231059,1,-2.666667,6.166667,-0.045999,0.093527,-0.666667,14.166667,32.166667,11.583333,23
21,2,14,0,-0.462117,0,0.333333,4.666667,-0.039428,0.002881,66.916667,0.166667,-1.416667,4.25,22
25,2,14,1,-0.741716,1,-6.833333,5.25,-0.068195,-0.005355,-55.25,-12.25,21.5,7.5,27
30,2,14,1,0.353518,1,4.666667,-2.666667,0.098611,0.055713,-10.333333,7.333333,59.583333,-18,31
0,2,15,0,-0.358357,1,-0.846154,11.538462,0.029274,0.043479,11.230769,31.307692,-11.076923,29.076923,30
1,2,15,1,0.225472,1,1.846154,-6.384615,0.080561,-0.067537,1.923077,1.769231,25.230769,-43.615385,8
2,2,15,0,0.034378,1,12,6.923077,0.169704,0.105691,87.230769,90.846154,-21.461538,10.153846,28
3,2,15,0,0.215123,0,-2,-6.153846,-0.024519,-0.008896,-40.307692,-54.307692,14.307692,9.384615,9
4,2,15,1,0.339476,0,6.230769,-4.692308,-0.038109,-0.024652,0.384615,-7.692308,-8.076923,-12.923077,16
5,2,15,0,-0.074653,1,-3.384615,1.230769,-0.061506,0.076254,-48.461538,30.615385,2.692308,35.923077,15
6,2,15,0,0,0,-1.692308,-3.846154,-0.010026,-0.022638,-49,-48.615385,18.769231,-25.615385,17
7,2,15,0,-0.241355,1,-6.461538,-4.384615,-0.027518,-0.101072,3.615385,-46.615385,-68.230769,21.769231,19
10,2,15,0,-0.127351,0,-5.615385,5.076923,0.026263,0.100169,31.538462,2.923077,-33.384615,29.538462,11
12,2,15,0,-0.052698,0,-4.076923,-3.846154,0.025583,-0.031873,-91.307692,-40.769231,68.076923,0.076923,14
13,2,15,0,0.098121,1,2.076923,-2.384615,0.004843,0.039097,-9.615385,15.692308,-24.153846,-29,25
18,2,15,0,-0.225472,0,2.769231,0.846154,-0.02257,-0.001684,-32.692308,17.923077,29.461538,-3.692308,27
20,2,15,1,0.062177,0,3.615385,0.538462,0.013898,0.056622,-39.461538,11.461538,43.923077,5,29
21,2,15,0,0,0,10.307692,3.846154,0.152022,0.046453,116.846154,30.307692,27.230769,-19.538462,31
22,2,15,1,0.098121,0,1.153846,4.615385,0.046815,0.051566,46.153846,29.692308,-14.692308,8,23
24,2,15,0,0.117002,0,0.461538,-5.461538,-0.086084,0.031958,-60.153846,27.076923,22.846154,-74.153846,26
0,3,2,1,0,1,14,11,-0.146853,0.088462,31,-27,12,88,25
1,3,2,1,0,0,2,-7,-0.1,-0.467033,108,43,-107,-124,10
2,3,2,1,0,1,5,4,0.161111,-0.067308,59,-35,68,71,3
4,3,2,1,0,1,12,8,0.328672,0.028571,114,125,31,-31,6
5,3,2,1,0,1,17,26,0.292207,0.033333,91,190,11,45,7
8,3,2,0,0,0,-15,7,-0.275304,-0.266667,-94,24,-100,-7,14
9,3,2,0,0,0,-15,-19,-0.061538,-0.192308,-212,-20,-8,-48,11
12,3,2,1,0,1,-8,-29,0,-0.282297,-73,-321,33,21,17
13,3,2,1,-0.124353,0,-5,4,0.033333,0.261538,3,21,-183,46,16
15,3,2,1,0.124353,0,18,-9,-0.012122,0.030303,17,91,15,-29,18
19,3,2,0,0,0,-1,-1,-0.2,-0.033333,-14,-224,11,173,22
20,3,2,0,-0.124353,0,0,13,-0.228571,-0.251749,-17,75,24,54,23
21,3,2,0,0.124353,0,10,-3,-0.115385,-0.163636,48,-74,31,38,31
24,3,2,0,-0.124353,1,-6,1,-0.086538,0.116162,-156,-65,-13,2,26
27,3,2,1,-0.124353,1,-10,-1,-0.090909,-0.038462,-20,37,21,-8,29
28,3,2,0,0,0,22,21,0.038462,-0.054545,104,203,20,-61,30
0,3,3,0,0,0,8.5,8,0.007021,0.195139,17,46.5,33,82,3
1,3,3,1,0.122459,1,-0.5,-8.5,0.058691,-0.167604,-42,-67,-1.5,16.5,27
2,3,3,1,0.244919,1,2.5,-1.5,0.006304,-0.052504,76.5,-85.5,-6.5,50,24
4,3,3,1,0,1,-12.5,-10,0.124065,-0.047078,-103,-121,-6,-36.5,22
5,3,3,1,-0.122459,1,-10,1.5,0.024579,0.025,-38.5,163.5,-67.5,-34.5,11
6,3,3,0,-0.244919,1,-18,-7.5,-0.227106,-0.131049,-68.5,-53.5,-66,26.5,23
7,3,3,1,0,0,-19,-14,-0.149702,0.016026,-7,-96,-58,-62.5,20
8,3,3,0,-0.244919,0,-15,18.5,-0.049558,-0.042749,-48.5,29.5,-68.5,61,30
9,3,3,1,0,1,-10.5,-11,-0.258333,-0.127725,-175,-148.5,12.5,-8,13
10,3,3,1,0,0,2,-8,0.158334,0.127267,-24.5,29,35,18.5,28
12,3,3,1,0.122459,0,-9,-21,-0.140093,-0.165391,-110.5,-166.5,-64.5,-46,16
14,3,3,0,-0.122459,0,-27,-10,-0.121245,0.27861,-218.5,-163.5,112.5,40,15
17,3,3,1,0,1,0.5,-3.5,-0.08467,-0.092657,-63,-17,-6,21,29
18,3,3,0,0,0,12,20.5,-0.12784,-0.011722,239.5,-18,-88,-12.5,25
19,3,3,0,-0.122459,1,-4,11,-0.092307,0.287879,-1.5,67.5,8,105,21
26,3,3,1,0.122459,1,-5,-8.5,0.113886,0.010489,36,-90,-10,66,31
0,3,4,1,-0.124353,1,-2,3,-0.13505,0.098214,-16,-7.333333,57.666667,80.333333,5
1,3,4,0,0,0,1.333333,5,0.051587,-0.016439,-69.666667,79,-15.333333,-2.666667,26
2,3,4,1,0.241355,0,-4,-13.333333,-0.031171,-0.152823,-71.333333,-107.666667,32.666667,41.666667,27
3,3,4,0,0,0,-1.666667,-2,0.000265,-0.058174,68.666667,-15.666667,0,-22.333333,9
4,3,4,0,0.124353,0,9.333333,0,0.224556,-0.161442,9.333333,15.333333,19,18,7
6,3,4,0,0,0,-13,-6.666667,-0.092556,-0.074283,43,-134,-68.666667,-0.333333,20
8,3,4,0,-0.241355,1,-13.333333,14.666667,-0.174232,-0.065995,-26.333333,-9.666667,-96,38.333333,10
11,3,4,0,-0.117002,1,-5.333333,18.333333,-0.03652,0.08658,12.666667,11,-4,-0.333333,30
12,3,4,1,0.358357,1,5.666667,-27,0.029331,-0.200737,-84.333333,-68,82.333333,-5.333333,18
13,3,4,1,-0.124353,1,-1.666667,8.666667,0.146465,0.138195,14.333333,66,-3,63.666667,17
14,3,4,0,0.117002,1,-3.333333,-10.333333,0.102193,0.130987,-104.666667,-88.666667,48,-46.666667,19
15,3,4,1,0.241355,1,16,-5,0.13367,-0.109596,122,4,-97,-72,16
21,3,4,1,-0.117002,1,-4.333333,-1.666667,-0.126734,-0.198048,106,-32.333333,-28.666667,15.333333,23
24,3,4,0,-0.117002,1,-7.333333,-7.333333,0.047078,-0.009598,-67.333333,-59.666667,21,33.666667,31
28,3,4,1,0,0,-4.666667,-0.666667,0.049225,-0.12128,-66,-90.666667,44.666667,34.666667,29
0,3,5,0,0,0,6,5.75,-0.000458,-0.05604,-49.75,64.5,76,43.25,7
1,3,5,0,0.122459,1,0,1,0.073525,0.0316,-12.75,57.75,17.5,-8.25,5
2,3,5,0,0.231059,0,2,-6,0.003301,-0.014881,-1.5,6,41.25,6,4
3,3,5,1,0.122459,0,-6.5,-4,-0.076812,-0.155025,-73.25,-97.25,41,-13,27
8,3,5,0,-0.108599,0,-9.5,2,0.028415,-0.103105,-79.5,-31.75,1.75,31.25,29
9,3,5,0,-0.108599,1,-1,7,0.024317,0.098586,-33.5,25.5,-0.75,-18.25,12
10,3,5,1,-0.108599,1,-1,1,0.139137,0.013913,15.5,9.25,6,0.25,30
11,3,5,0,0,0,2.75,2.5,0.004355,0.039662,75.75,-49.5,3.25,4,28
13,3,5,0,0.122459,0,9.25,2.75,0.095426,-0.050459,90.75,74.75,-32.5,8.75,14
15,3,5,1,0.231059,0,18.75,1.5,0.213321,0.006119,125,11.75,17,-3.75,17
16,3,5,1,0.108599,0,9.5,-2,0.190855,-0.043899,-7.25,63.25,140.5,-0.75,18
21,3,5,0,0.184636,0,-1.5,-4.083333,-0.077972,-0.171445,-18.916667,-43,-31,17.416667,22
23,3,5,0,-0.108599,1,4.75,14.75,-0.09913,0.042825,-95.5,85.5,30.25,-6,26
25,3,5,0,-0.062177,0,5.416667,-10.25,0.218944,-0.010892,-71.5,-40.333333,68.916667,18,31
0,3,6,0,-0.124353,1,3.6,8.6,-0.109743,0.074862,-34.8,40.2,53.2,20.4,4
2,3,6,1,-0.098121,1,-7.8,-0.6,-0.079933,0.01029,-100.2,6.8,38.6,7.8,26
3,3,6,0,0.293235,1,2.35,-4.3,0.045564,-0.002184,-54.65,23.8,63.75,-46.55,6
5,3,6,0,0.062177,1,-6.1,-2.25,-0.001071,-0.097702,-59.25,-43.15,-63.2,3.8,22
7,3,6,0,0,1,-6,-5.8,0.003632,0.160386,-52.6,-60.6,-11.4,-30.4,21
8,3,6,0,-0.5546,0,-35.8,4.8,-0.309415,-0.027248,-180.4,-127.8,-57.6,90.8,15
9,3,6,0,-0.117002,0,-4.4,2.8,0.07297,-0.108308,-6.2,23.4,-42.2,-3.6,30
10,3,6,0,0.241355,0,2.8,-10,0.04958,-0.08916,-90.8,-87.4,50.8,11.8,13
11,3,6,0,0,1,-2,-0.4,0.068514,-0.063017,12,-122.2,67.2,0,29
12,3,6,1,0.339476,1,6,-10,-0.049621,-0.210086,28.4,-70.4,-10.4,18.4,14
16,3,6,1,0.168882,0,16,14.3,0.062567,0.130415,93.95,88,86.1,13.75,24
17,3,6,1,0.060283,1,7.65,-0.8,0.10043,0.04069,0.25,28.15,-13.8,-59.45,19
18,3,6,0,-0.339476,0,-12.6,8.4,-0.09595,0.110538,18,-9.6,-51.2,28.2,23
20,3,6,0,0,1,10.25,16.25,-0.102104,0.10696,31.75,117.5,-7.75,13.75,25
28,3,6,1,0,1,4.4,0.6,0.070956,-0.059949,-43.6,-75.6,59.2,34.6,31
0,3,7,1,-0.184636,0,-0.133333,2.766667,-0.069989,0.022964,-51.666667,-16.766667,79.233333,18.766667,1
2,3,7,0,0.231059,0,3.5,-6.333333,-0.012981,-0.01102,7.166667,0.666667,5,43.166667,3
4,3,7,1,0,0,-6.833333,-4.833333,0.047206,0.069362,-38.166667,-52,15.333333,-23.5,21
5,3,7,0,0.179179,0,4.733333,-1.7,-0.002918,-0.044922,-14.6,58.333333,11.466667,-16.633333,6
7,3,7,0,-0.062177,0,-7.733333,-1.966667,-0.045126,0.090861,-66.233333,-79.266667,-53.966667,19.966667,22
8,3,7,0,-0.317574,1,-12.333333,10,-0.171784,0.03813,-87.5,-41,-40,42.333333,13
9,3,7,0,-0.122459,1,-2.833333,-0.5,0.033971,-0.049274,2.833333,17.5,-33.333333,-1.5,28
10,3,7,1,-0.195115,1,-19.5,-10,-0.124964,-0.054917,-144.833333,-132,15.333333,62.166667,15
11,3,7,0,-0.440034,0,-7.666667,18.666667,0.052514,0.1328,51.5,-59,18,5.5,12
16,3,7,0,0,1,-2.833333,4.5,0.036271,0.011762,6.333333,6.333333,93.666667,0.666667,17
18,3,7,1,-0.138396,1,-7.833333,3.233333,-0.050264,-0.008785,50.166667,-40.6,-48.566667,12.333333,20
19,3,7,1,-0.301638,1,-7.266667,1.766667,-0.030098,-0.049297,9.033333,0.6,19.666667,21.4,23
24,3,7,0,-0.098121,0,-11.6,-6.6,-0.057732,-0.158904,-122.2,-27,20.8,5.6,27
25,3,7,1,-0.062177,1,-1.7,-12.066667,0.179625,-0.048194,-23.033333,-47.766667,61.966667,-41.7,29
30,3,7,1,0.231059,0,7.666667,-5.5,0.024356,-0.001038,-21.666667,-71.666667,72,9.5,31
0,3,8,0,-0.293235,0,-4.119048,8.261905,-0.068989,0.014787,-118.142857,32.857143,53.761905,9.571429,26
1,3,8,0,-0.179179,0,0.785714,5.190476,0.061439,-0.003003,9.666667,43.761905,-38.142857,-24.309524,2
3,3,8,0,-0.117002,0,-2,3.857143,-0.022474,-0.055866,-43.285714,-11.571429,21.571429,-20.142857,4
6,3,8,0,0,0,0.333333,0,0.031187,-0.041285,63.833333,-43.5,-54.666667,10.333333,14
7,3,8,0,-0.414129,0,-5.428571,10.714286,0.003331,0.197952,16.714286,25.142857,-33.571429,-10.857143,12
8,3,8,0,-0.531132,1,-14.285714,12.428571,-0.075289,0.085862,27.285714,18.714286,-80.285714,46.428571,28
15,3,8,1,0.399759,1,17.238095,-2.52381,0.160628,0.028306,86.952381,57.02381,-33.5,-49.02381,19
16,3,8,0,0.215123,1,6.142857,-2.857143,0.081418,-0.056514,-0.571429,56.714286,97.714286,-8.857143,18
17,3,8,0,0,0,2,-1.714286,-0.013938,0.105322,-24.857143,9.857143,-9.142857,-13.142857,21
20,3,8,0,-0.353518,1,-6,9,-0.024568,0.11971,-85.666667,22.5,-32.666667,24.166667,22
24,3,8,0,-0.317574,1,-8.666667,8.166667,-0.080988,-0.021723,-0.666667,34.333333,-27.333333,4.333333,25
27,3,8,0,-0.060283,0,6.5,3.166667,0.117444,0.065384,74.333333,13.952381,-9.380952,2.666667,31
29,3,8,0,-0.339476,1,-5,9.714286,-0.048118,0.028657,14,56.428571,-83.857143,36.285714,30
0,3,9,0,-0.503256,1,-2,14.375,-0.002655,0.123401,-13.625,57.625,12,14.5,12
1,3,9,1,-0.293235,1,-2.910714,5.857143,-0.038393,-0.032998,-48.017857,19.892857,-10.607143,12.607143,4
2,3,9,1,0.410237,1,4.517857,-3.857143,-0.068486,0.020342,-44.053571,34.5,51.767857,8.892857,6
3,3,9,1,-0.2773,1,-10.125,9.232143,-0.039939,0.003672,-100.714286,14.982143,35.089286,-32.410714,26
5,3,9,0,0.060283,0,2.928571,-1.232143,0.036262,-0.112904,20.339286,21.964286,-8.625,0.660714,7
9,3,9,1,0.060283,0,0.089286,-3.892857,0.054996,-0.047723,-8.285714,-7.642857,16.107143,1.160714,29
10,3,9,1,0.358357,0,9.285714,-9,0.066857,-0.049306,-38,82.857143,1.571429,0.142857,11
13,3,9,0,0.241355,0,-0.714286,-12.142857,0.092834,0.002224,37,-0.571429,-28.571429,-18,19
14,3,9,0,0.060283,1,-4,-4.946429,-0.039875,-0.018491,-70.875,-61.25,-11.517857,-9.642857,16
17,3,9,1,0.2773,1,5.464286,-8.892857,0.014827,-0.131502,58.678571,27.089286,-22.660714,-7.303571,20
22,3,9,0,0.117002,1,-0.142857,-6.857143,0.090302,-0.101663,41.428571,-26.142857,28.571429,-33.714286,23
24,3,9,0,-0.669527,0,-11.339286,7.660714,0.016974,-0.012217,5.392857,59.732143,-47.053571,-9.303571,30
25,3,9,1,0.241355,1,0.571429,-12.571429,0.024961,-0.091322,-103.428571,-27.428571,66.142857,-34.857143,27
0,3,10,0,0.05188,0,1.5,0.222222,-0.017744,-0.040409,-69.236111,36.888889,72.027778,-16.027778,6
1,3,10,0,0.380797,0,6.25,-0.375,-0.008804,-0.01998,20.875,11.75,-9.875,9,24
4,3,10,0,0.301638,0,3.111111,-3.055556,0.061058,0.031187,22.694444,-18.013889,35.152778,3.513889,5
8,3,10,1,-0.380797,0,-10.875,12.125,-0.110701,0.129485,16.875,12.75,-48.375,39,9
10,3,10,0,0.410237,1,6.083333,-5.736111,0.090933,-0.044615,3.680556,21.819444,26.861111,-0.347222,29
11,3,10,0,-0.231059,0,-1.75,5.875,0.069511,-0.027322,42.875,-96.25,36.5,27.25,31
13,3,10,0,-0.317574,1,-18.875,-5.5,-0.053357,0.009027,-58.5,-23.75,-4.125,36.875,15
14,3,10,0,0.108599,0,0.625,-3,0.007149,-0.046484,-60.125,20.5,77.875,-7.625,18
16,3,10,1,-0.184636,0,-4,2.541667,-0.012395,0.056832,-8.930556,57.055556,-0.736111,17.277778,22
17,3,10,0,-0.168882,0,1.555556,4.972222,-0.035979,0.032476,-50.513889,93.347222,-4.083333,-7.25,26
19,3,10,0,0.195115,0,2.125,0.125,0.061985,-0.141324,56.125,-9.375,34.75,12,20
21,3,10,1,0,0,-2.875,-3.625,0.025599,-0.119093,59.375,18.875,-21.375,-19,23
25,3,10,1,-0.108599,0,-1.75,-4.875,0.057222,0.023414,12.75,0.25,-24.125,-25.5,28
27,3,10,0,-0.583011,1,-3.777778,10.694444,0.041352,0.076188,88.472222,68.847222,-82.625,1.138889,30
0,3,11,1,-0.293235,1,1.122222,0.233333,-0.039455,0.022991,-10.022222,-12.844444,11.7,43.522222,3
1,3,11,1,0,1,-2.111111,0.777778,-0.094751,-0.034674,-71.777778,-41.555556,-19.777778,4.555556,13
2,3,11,0,0.098121,0,2.222222,6.666667,-0.121282,0.05707,36.444444,31.444444,2.444444,46.222222,25
4,3,11,1,0.184636,1,4.288889,-3.288889,0.09588,-0.107661,35.277778,-8.044444,26.544444,3.777778,7
5,3,11,0,-0.124353,0,-7.888889,-6.444444,-0.019228,-0.071424,-28.111111,-10.111111,-37.888889,-26.888889,23
6,3,11,1,-0.358357,1,-6.555556,0.222222,-0.014753,0.08552,-49.777778,-74.222222,-23.222222,26.555556,21
8,3,11,0,-0.414129,1,-8,10.333333,-0.018752,0.069025,-9.444444,-7.777778,-28.555556,66,31
